,Speciality,address,clinic,doctor-name,doctor_image,telephone
1664,[''],"No.4, Jln Nusaria 11/7, Taman Nusantara, 81550 Gelang Patah, Johor",Poliklinik Chu Taman Nusantara,['Bjorn Teo Liang Fhong'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+07553 9720
1665,"['Aesthetic Doctor, GP/Family Doctor']","23, Jalan Cerdas Satu, Taman Connaught, Cheras, Kuala Lumpur",Poliklinik Connaught Dan Surgeri,['Bishun Lal'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 391015196
1666,['GP/Family Doctor'],"No. 21, Jalan Kesuma 3/11, Bandar Tasik Kesuma, Beranang, 43700, Selangor Darul Ehsan",Poliklinik Damai (beranang),['Dr. Manivannan A/l Munisamy'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-87247164
1667,['Geriatrician - Elderly Health'],"B-3-Gb, Jalan Prima Saujana 2/A, Prima Saujana, 43000 Kajang, Selangor, Malaysia",Poliklinik Damai 24,['Simitha A/P Durairatnam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 387361484
1668,['GP/Family Doctor'],"No.b-3-gb, Jalan Prima Saujana 2/a, Kajang, 43000, Selangor Darul Ehsan",Poliklinik Damai 24 Jam (kajang),['Dr. Simita A/p Durairatnam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-87361484
1669,['GP/Family Doctor'],"3-1 Jalan Pusat Perniagaan 1, Pusat Perniagaan Sungai Jelok, 43000 Kajang, Selangor.",Poliklinik Damai Dan Surgeri,['Mathiarasu A/L Ramalingam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 387406869
1670,['GP/Family Doctor'],"No. 68, Jalan Besar, Beranang, 43700, Selangor Darul Ehsan",Poliklinik Damai Dan Surgeri (beranang),['Dr. Abu Nizar Bin Abd Samad'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-87669700
1671,['GP/Family Doctor'],"No. 12a, Ground Floor, Alpha Complex, Jalan 1/47b, 4th Mile Off Jalan Ipoh, Kuala Lumpur, 51200, Wilayah Persekutuan Kuala Lumpur",Poliklinik Dan Pembedahan Bandar (alpha Complex),['Dr. Gernal Singh A/l Kundan Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-62578845
1672,['GP/Family Doctor'],"No. 20, Jalan Usj 8/2a, Subang Jaya, Petaling Jaya, 47610, Selangor Darul Ehsan",Poliklinik Dan Pembedahan Krishna (subang Jaya),['Dr. Krishnamurtty A/l Jami Kanniah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-56349031
1673,['Dermatologist - Skin'],"B-0-6a, Jalan 14/155c Sri Rakyat Apartment Bandar Bukit Jalil, 57000 Kuala Lumpu",Poliklinik Dan Pembedahan Reiki Baba,['Bhanu Theja'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTczZDJmYWU1NGFkYi5QTkc='],+60 389969304
1674,['GP/Family Doctor'],"No.47, Jalan 2/1 , Taman Sri Jaromas, Jenjarom, 42600, Selangor Darul Ehsan",Poliklinik Dan Surgeri Al-haramain (jenjarom),"[""Dr. Muhammad Za'im Bin Asniel""]",['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-31913239
1675,['GP/Family Doctor'],"12, Laluan Klebang Restu 2, Medan Klebang Restu, Chemor, Perak",Poliklinik Dan Surgeri Gul,['Rahman Gul Bin Alif Gul'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+605 292 3061
1676,['GP/Family Doctor'],"307-A, Jalan Kuala Ketil, 08000 Sungai Petani, Kedah",Poliklinik Dan Surgeri Gurnam,['Gurnam Singh A/L Chanan Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 44222070
1677,['GP/Family Doctor'],"No.7, Jalan Taming Kanan 2, Taman Taming Jaya, Balakong, 43300, Selangor Darul Ehsan",Poliklinik Dan Surgeri Jaswant (balakong),['Dr. Jasewantar Singh A/l Niranjan Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-89617158
1678,['GP/Family Doctor'],"No. 9g Jalan Pandan Indah 4/1, Pandan Indah, Kuala Lumpur",Poliklinik Dan Surgeri Khor,['Khor Ying Kim'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTk5YmQxNTU2ZDI2ZS5qcGc='],+60 342977718
1679,['GP/Family Doctor'],"S8g-9 Sri Saujana 4, Jln Wangsa Permai, Kepong, Kuala Lumpur",Poliklinik Dan Surgeri Kow & Goh,['Kow Nien Cher'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 362773841
1680,['GP/Family Doctor'],"A-28-G, Jalan Reef 1/1, Pusat Perniagaan Reef, 48000 Rawang, Selangor.",Poliklinik Dan Surgeri Maxmedik,['Guru Paran A/L Kalimutu'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 360917980
1681,['GP/Family Doctor'],"No.148-a, Jalan Chan Ah Choo, Pandamaran, Port Klang, 42000, Selangor Darul Ehsan",Poliklinik Dan Surgeri Omega-care Sdn Bhd Port Klang),['Dr. Charles Hedwig Fernandez'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-31657513
1682,['GP/Family Doctor'],"No. 21, Persiaran Menglembu Suria, Pusat Perniagaan Menglembu Suria, 30200 Falim, Ipoh, Perak",Poliklinik Dan Surgeri Ramessh Singh,['Ananthakumar A/L Palanipan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTlkMWQzNTg1MGRmZC5qcGc='],+605 2816550
1683,['GP/Family Doctor'],"3-57a,Gf,Jalan Desa 2/1,Desa Aman Puri 52100 Kepong kuala Lumpur",Poliklinik Dan Surgeri Ren Ai,['Siew Chun Ann'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 362775664
1684,['GP/Family Doctor'],"69, Og Business Park, Jalan Taman Tan Yew Lai, 58200 Kuala Lumpur",Poliklinik Dan Surgeri Riitwika,['Sarveswara A/L Mai Chrishnan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 377727482
1685,['GP/Family Doctor'],"No. 9, Lorong Sugei Sama Gagah 19a/2, Taman Teluk Gedung Indah, Pelabuhan Klang, 42000, Selangor Darul Ehsan",Poliklinik Dan Surgeri Semarak (meru),['Dr. Puvaneshwaran Karupaya'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-31625703
1686,['GP/Family Doctor'],"No.33 Jalan Ss19/6, Subang Jaya, Petaling Jaya, 47500, Selangor Darul Ehsan",Poliklinik Dan Surgeri Subang Jaya,['Dr. Jeyabalan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-56342302
1687,['GP/Family Doctor'],"No. 31 Jalan Usj 10/1d, Taipan Triangle 47620 Subang Jaya, Selangor",Poliklinik Dan Surgeri Tan,['Ng Sze May'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 356345624
1688,['GP/Family Doctor'],"19, Jalan Teluk Pulai, Kawasan 17, 41100 Klang, Selangor,",Poliklinik Dan Surgeri Teluk Pulai,['Muhammad Adlinshah Arul Bin Abdullah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 3381 7334
1689,['GP/Family Doctor'],"No. 34, Lorong Helang 2, Desa Permai Indah, Sungai Dua 11700 Pulau Pinang",Poliklinik Desa Permai,['Aaidah Binti Abdul Majid'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 46564345
1690,"['GP/Family Doctor, Aesthetic Doctor']","No 7, Jalan Perdana 4/5, Pandan Perdana, 55300 Kuala Lumpur",Poliklinik Desilva 24hrs,['Thankam De Silva'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 392821721
1691,['GP/Family Doctor'],"No. 17, Jalan Tps 1/6, Taman Pelangi Semenyih, 43500 Semenyih, Selangor",Poliklinik Dinamik,['Mazlan Bin Lah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 387274003
1692,['GP/Family Doctor'],"No/19-a, Ground Floor, Jalan Urusan Ag U5/ug, Seksyen U5, Shah Alam, 40150, Selangor Darul Ehsan",Poliklinik Dinar (shah Alam),['Dr. Shamsath Binti Abdul Gafoor'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-78456575
1693,['GP/Family Doctor'],"No.53, Jalan Dinar Gu 3/g, Taman Subang Perdana, Shah Alam, 40150, Selangor Darul Ehsan",Poliklinik Dinar (subang Perdana),['Dr. Mohamed Kassim Bin M.s Kadir'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-78456575
1694,['GP/Family Doctor'],"No.1-1 & 1-2, Jalan Pjs 2/16a, Taman Maju Jaya, Petaling Jaya, 46000, Selangor Darul Ehsan",Poliklinik Dinar (taman Maju Jaya),['Dr. Sivamuralitharan A/l Muniandy'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-77724539
1695,['GP/Family Doctor'],"No. 4, Blok 20-0-14, Taman Bukit Angkasa, 59200 Pantai Dalam, Kuala Lumpur",Poliklinik Dr Azhar Dan Rakan-Rakan (Pantai Dalam),['Alwi Bin Ahmad'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 322820199
1696,['GP/Family Doctor'],"Dataran Masgenuine, Jala Melati, Bukit Rahman Putra, Kuang, Rawang, 48050, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan Rakan (kuang),['Dr. Mohamad Yusof Bin Shahrudin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-60381867
1697,['GP/Family Doctor'],"66G, Block J, Biz Avenue 2, Lingkaran Cyber Point Barat, NeoCyber 63000, Cyberjaya, Selangor",Poliklinik Dr. Azhar Dan Rakan-Rakan (Cyberjaya),['Muhammad Salahuddin Bin Mohamed Ayoob'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWM2NTM1NDE3YzI5OC5qcGc='],+603-8311 9460
1698,['GP/Family Doctor'],"No.11, Jalan Astana D13/d, Pusat Niaga Astana Alam, Seksyen 13, Shah Alam, 42300, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan-rakan (jalan Astana),['Dr. Khairul Idzham Bin Abdul Khalid'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-40106808
1699,['GP/Family Doctor'],"No.50-1, Jalan Ttdi Grove 1/2, Kajang Grove Square, Kajang, 43000, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan-rakan (kajang Grove Square),['Dr. Alya Binti Zainuddin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-87418252
1700,['GP/Family Doctor'],"No.12, Tingkat Bawah, Jalan 17/ku 11, Desa Bukit Nilam Meru, Kapar, 42200, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan-rakan (kapar),['Dr. Hadi Naqiuddin Bin Subhi'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-33923006
1701,['GP/Family Doctor'],"No.40, Jalan Peninsula Utama 1, Peninsula Park, Kuala Selangor, 45000, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan-rakan (kuala Selangor),['Dr. Mohammad Shahrizal Bin Mohamad Rozali'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-32811882
1702,['GP/Family Doctor'],"No . 9g, Jalan Reko Sentral 9, Reko Sentral, Kajang, 43000, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan-rakan (reko Sentral),['Dr. Muhammad Hakim Bin Nordin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-87402984
1703,['GP/Family Doctor'],"No.6-5-g, Jalan Aman Damai H U17/h, Seksyen U17 Aman Putri, Shah Alam, 40160, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan-rakan (seksyen U17),['Dr. Luqmanul Hakim Bin Baharuddin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+011-31333896
1704,['GP/Family Doctor'],"No.10 (ground Floor) Jalan Bumi Aw, U5/aw, Seksyen U5, Shah Alam, 40150, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan-rakan (seksyen U5),['Dr. Adi Imram Bin Mohd Jusoh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-78311230
1705,['GP/Family Doctor'],"No. 96, Jalan Widuri Indah 5, Taman Widuri Indah, 70400 Senawang, Negeri Sembilan",Poliklinik Dr. Azhar Dan Rakan-Rakan (Senawang),['Mohamad Aizuddin Bin Ahmad'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+6066753019
1706,['GP/Family Doctor'],"53a, Jalan Perdana 2, Pusat Perniagaan Slim Perdana, Slim River, 35800, Perak Darul Ridzuan",Poliklinik Dr. Azhar Dan Rakan-rakan (slim River),['Dr Hanafi Bin Yahya'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+6044219969
1707,['GP/Family Doctor'],"No.10, Tingkat Bawah, Jalan Bedena 2/1, Taman Bedena, Sungai Besar, 45300, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan-rakan (sungai Besar),['Dr. Sofia Zaihan Binti Ismadi'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-32241731
1708,['GP/Family Doctor'],"No.5, Jalan Gombak Permai, Taman Gombak Permai, Batu Caves, 61800, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan-rakan (taman Gombak Permai),['Dr. Siti Mazidah Binti Basir'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-61779804
1709,['GP/Family Doctor'],"No.23, Jalan Jernang Jaya 1, Taman Jernang Jaya, Kajang, 43000, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan-rakan (taman Jernang Jaya),['Dr. Siti Rafidah Binti Khalid'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-89122730
1710,['GP/Family Doctor'],"No.29, Jalan 46a/26, Taman Sri Rampai, Setapak, 53300, Wilayah Persekutuan Kuala Lumpur",Poliklinik Dr. Azhar Dan Rakan-rakan (taman Sri Rampai),['Dr. Ina Harlina Binti Mohd Ali'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-41424934
1711,['GP/Family Doctor'],"No.3, Jalan Pb 1/3, Pusat Bandar Tanjung Karang, Tanjung Karang, 45500, Selangor Darul Ehsan",Poliklinik Dr. Azhar Dan Rakan-rakan (tanjung Karang),['Dr. Ainul Kamal Bin Jameran'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-32690277
1712,['GP/Family Doctor'],"No. 76, Taman Ihsan, 06000, Jitra, Kedah",Poliklinik Dr. Jalaludin,['Jalaludin Bin Ab. Wahab'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWExNTFiMTQ1NWI5Yi5qcGc='],+604 9176063
1713,['GP/Family Doctor'],"G D 663 A, Jalan Springhill 10/9, Bandar Springhill, 71010 Port Dickson, Negeri Sembilan",Poliklinik Dr. Kannan N.s,['Kannan Subrayan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 66510242
1714,['GP/Family Doctor'],"No. 12, Jalan Sembilang 2, Taman Sembilang, 13700 Seberang Jaya, Pulau Pinang",Poliklinik Dr. Marina,['Marina Binti Othman'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 43982848
1715,['GP/Family Doctor'],"No.32, Jalan Sj 17, Taman Selayang Jaya, Batu Caves, 68100, Selangor Darul Ehsan",Poliklinik Dr. Wong & Surgeri (selayang Jaya),['Dato Dr. David Wong Yoke Kong'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-61280977
1716,['GP/Family Doctor'],"52, Persiaran Bercham Selatan 2, Taman Desa Kencana 31400 Ipoh, Perak",Poliklinik Famili,['Cheng Wei Yee'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 55453198
1717,['GP/Family Doctor'],"542, Jalan Riang 11, Happy Garden, 58200 Kuala Lumpur",Poliklinik Famili Medic,['Suresh A/L Mahendra'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 379812345
1718,['GP/Family Doctor'],"75, Jalan Leong Sin Nam, 30300 Ipoh, Perak",Poliklinik Federal,['Ngeow Man Fah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTlhZTFjN2FjZGZjNS5KUEc='],+60 52547051
1719,[''],"39, Jalan Medan Nusa Perintis 6, Taman Nusa Perintis 2, 81550 Gelang Patah, Johor",Poliklinik Gelang Patah,['Dr Manisha'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+075310590
1720,['GP/Family Doctor'],"No. 9, Jalan Beladau 30, Taman Puteri Wangsa, 81600 Ulu Tiram, Johor",Poliklinik George,['George A/L Samuel'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 78671251
1721,"['GP/Family Doctor', 'GP/Family Doctor']","Ground Floor, MCMC Tower 2 Jalan Impact, Cyber 6, 63000 Cyberjaya, Selangor.",Poliklinik Gomez (Cyberjaya),"['Patrick Justin Lawrence', 'Vasuki A/P S Rajalingam']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+60 383227238
1722,['GP/Family Doctor'],"No 36, Jalan 2/17, Taman Fadason Off Jalan Kepong, Kuala Lumpur, 52000, Wilayah Persekutuan Kuala Lumpur",Poliklinik Gomez (kepong),['Dr Hemavharan A/l Rajamanickam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60342707372
1723,['GP/Family Doctor'],"No. 19, Jalan Helang 13, Bandar Puchong Jaya, Puchong, Selangor",Poliklinik Gomez (Puchong),['Patrick Justin Lawrence'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 380756105
1724,['GP/Family Doctor'],"Big A07/G Garden City Business Centre, Jalan Dagang Utama, Taman Dagang, Ampang, Selangor",Poliklinik Gomez (Taman Dagang Ampang),['Patrick Justin Lawrence'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 42703628
1725,['GP/Family Doctor'],"No. 3, Jalan 25/67, Taman Sri Muda, Section 25, Shah Alam, 40400, Selangor Darul Ehsan",Poliklinik Gomez (taman Sri Muda),"[""Dr. Jasmine D'cruz""]",['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-55253191
1726,['GP/Family Doctor'],"No. 3, Jalan 25/67, Taman Sri Muda, Shah Alam, Selangor",Poliklinik Gomez Shah Alam,['Patrick Justin Lawrence'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 342707372
1727,['GP/Family Doctor'],"No.7, Jalan Dato' Yusof Shahbuddin 28, Taman Sentosa, Klang, 41200, Selangor Darul Ehsan",Poliklinik Grace (taman Sentosa),['Dr. Saravanan A/l Rajasekaran'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-51624142
1728,['GP/Family Doctor'],"5g Jalan Wawasan Ampang 2/1, Bandar Baru Ampang, 68000 Selangor",Poliklinik Grewal,['GURNAM SINGH A/L SARJIT SINGH'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 342963112
1729,['GP/Family Doctor'],"Lot. 9797, Ground Floor, Jalan Menteri, Sungai Besar, 45300, Selangor Darul Ehsan",Poliklinik Gunwant (sungai Besar),['Dr. Taranpal Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-3224 3107
1730,"['GP/Family Doctor', 'GP/Family Doctor']","19, Jalan Sp 2/2, Taman Subang Perdana, 40150 Shah Alam, Selangor.",Poliklinik Harmoni (Shah Alam),"['Ahmad Fawazzi Bin Abdul Wahab', 'Azizah Binti Mansor']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+60 378473812
1731,['GP/Family Doctor'],"44-G, Jalan 27/70a, Desa Sri Hartamas, 50480 Kuala Lumpur",Poliklinik Hartamas,['Dev Kumar A/L Karupiah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 362063818
1732,['GP/Family Doctor'],"7161, Taman Bagan Ajam 12300 Butterworth, Pulau Pinang",Poliklinik HL,['Ang Teik Ang'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTljYjA0ZDNjOTEwNi5wbmc='],+60 43247161
1733,['GP/Family Doctor'],"No. 12, Ground Floor, Jalan Bukit Minyak 3, Taman Bukit Minyak, 14000 Bukit Mertajam, Pulau Pinang",Poliklinik Hl,['C.P Saravanan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 45037419
1734,['GP/Family Doctor'],"No. 28 & 30, Jalan Dato' Seri P. Alagendra 2, Kajang Plaza, Kajang, 43000, Selangor Darul Ehsan",Poliklinik Ideal (kajang Plaza),['Dr. Jamil Bin Ibrahim'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-87337055
1735,['GP/Family Doctor'],"No. 17 Lns B8/B, Seksyen 8, 42300 Puncak Alam, Kuala Selangor, Selangor",Poliklinik Ikhwan,['Abd Hamid Bin Sujak'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 33933259
